Regulatory gene;Ortholog of the regulatory gene;Target gene;Ortholog of the target gene;Mode of regulation;Reference (PubMed)
gacA (AL347_30505);gacA;magE (AL347_11305);magE;?;31270321
gacA (AL347_30505);gacA;PA4510 (AL347_11420);PA4510;?;31270321
gacA (AL347_30505);gacA;PA4586 (AL347_12420);PA4586;?;31270321
gacA (AL347_30505);gacA;PA4611 (AL347_12550);PA4611;?;31270321
gacA (AL347_30505);gacA;PA4654 (AL347_12790);PA4654;?;31270321
gacA (AL347_30505);gacA;PA4676 (AL347_12920);PA4676;?;31270321
gacA (AL347_30505);gacA;PA4685 (AL347_12965);PA4685;?;31270321
gacA (AL347_30505);gacA;speD2 (AL347_13460);speD2;?;31270321
gacA (AL347_30505);gacA;desB (AL347_14050);desB;?;31270321
gacA (AL347_30505);gacA;PA4925 (AL347_14235);PA4925;?;31270321
gacA (AL347_30505);gacA;PA4948 (AL347_14360);PA4948;?;31270321
gacA (AL347_30505);gacA;aruI (AL347_14510);aruI;?;31270321
gacA (AL347_30505);gacA;PA4987 (AL347_14565);PA4987;?;31270321
gacA (AL347_30505);gacA;PA4992 (AL347_14590);PA4992;?;31270321
gacA (AL347_30505);gacA;PA5136 (AL347_15335);PA5136;?;31270321
gacA (AL347_30505);gacA;mutY (AL347_15400);mutY;?;31270321
gacA (AL347_30505);gacA;dctP (AL347_09075);dctP;?;31270321
gacA (AL347_30505);gacA;PA5210 (AL347_15785);PA5210;?;31270321
gacA (AL347_30505);gacA;PA5342 (AL347_16465);PA5342;?;31270321
gacA (AL347_30505);gacA;PA5517 (AL347_17405);PA5517;?;31270321
gacA (AL347_30505);gacA;tonB1 (AL347_17475);tonB1;?;31270321
gacA (AL347_30505);gacA;PA5543 (AL347_17535);PA5543;?;31270321
gacA (AL347_30505);gacA;fecI (AL347_23230);fecI;?;31270321, 29729420
gacA (AL347_30505);gacA;rsmY (AL347_20474);rsmY;+;22587778
gacA (AL347_30505);gacA;rsmZ (AL347_24668);rsmZ;+;22587778
gacA (AL347_30505);gacA;lasI (AL347_05605);lasI;?;22587778
gacS (AL347_08580);gacS;gacA (AL347_30505);gacA;+;19243444
gacS (AL347_08580);gacS;rsmY (AL347_20474);rsmY;+;27242034*
gacS (AL347_08580);gacS;rsmZ (AL347_24668);rsmZ;+;27242034*
gbdR (AL347_16690);gbdR;sdaB (AL347_16685);sdaB;+;24097953
gbdR (AL347_16690);gbdR;dgcA (AL347_16780);dgcA;+;24097953
gbdR (AL347_16690);gbdR;dgcB (AL347_16785);dgcB;+;24097953
gbdR (AL347_16690);gbdR;gbcA (AL347_16840);gbcA;+;24097953
gbdR (AL347_16690);gbdR;gbcB (AL347_16845);gbcB;+;24097953
gbdR (AL347_16690);gbdR;caiX (AL347_16730);caiX;-;24187093
gbdR (AL347_16690);gbdR;soxB (AL347_16870);soxB;+;24187093
gbdR (AL347_16690);gbdR;soxD (AL347_16875);soxD;+;24187093
gbdR (AL347_16690);gbdR;soxA (AL347_16880);soxA;+;24187093
gbdR (AL347_16690);gbdR;soxG (AL347_16885);soxG;+;24187093
gbdR (AL347_16690);gbdR;PA2698 (AL347_29920);PA2698;?;31270321
gbdR (AL347_16690);gbdR;PA2795 (AL347_28925);PA2795 (dusA, yjbN);?;31270321
gbdR (AL347_16690);gbdR;oprI (AL347_28620);oprI;?;31270321
gbdR (AL347_16690);gbdR;rocsS2 (AL347_27630);rocsS2;?;31270321
gbdR (AL347_16690);gbdR;rocA2 (AL347_27625);rocA2;?;31270321
gbdR (AL347_16690);gbdR;fimV (AL347_27265);fimV;?;31270321
gbdR (AL347_16690);gbdR;wbpG (AL347_27075);wbpG;?;31270321
gbdR (AL347_16690);gbdR;hisF2 (AL347_27070);hisF2;?;31270321
gbdR (AL347_16690);gbdR;wzy (AL347_27055);wzy;?;31270321
gbdR (AL347_16690);gbdR;wbpA (AL347_27030);wbpA;?;31270321
gbdR (AL347_16690);gbdR;bfrB (AL347_25155);bfrB;?;31270321
gbdR (AL347_16690);gbdR;arnB (AL347_25045);arnB;?;31270321
gbdR (AL347_16690);gbdR;PA3835 (AL347_23570);PA3835;?;31270321
gbdR (AL347_16690);gbdR;PA3836 (AL347_23560);PA3836;?;31270321
gbdR (AL347_16690);gbdR;cupB3 (AL347_22285);cupB3;?;31270321
gbdR (AL347_16690);gbdR;PA4087 (AL347_22270);PA4087;?;31270321
gbdR (AL347_16690);gbdR;PA4139 (AL347_21995);PA4139;?;31270321
gbdR (AL347_16690);gbdR;phzA1 (AL347_21625);phzA1;?;31270321
gbdR (AL347_16690);gbdR;phzB1 (AL347_21620);phzB1;?;31270321
gbdR (AL347_16690);gbdR;phzC1 (AL347_21615);phzC1;?;31270321
gbdR (AL347_16690);gbdR;phzD1 (AL347_21610);phzD1;?;31270321
gbdR (AL347_16690);gbdR;phzE1 (AL347_21605);phzE1;?;31270321
gbdR (AL347_16690);gbdR;phzF1 (AL347_21600);phzF1;?;31270321
gbdR (AL347_16690);gbdR;rpsG (AL347_21335);rpsG;?;31270321
gbdR (AL347_16690);gbdR;plcH (AL347_09290);plcH;d;24187093, 19103776
gbdR (AL347_16690);gbdR;pchP (AL347_16215);pchP;+;24187093, 19103776
gbdR (AL347_16690);gbdR;gbdR (AL347_16690);gbdR;+;24187093, 31270321
gbdR (AL347_16690);PSPA7_RS29400;PSPA7_RS29485 (AL347_16775);PSPA7_RS29485 (PSPA7_6184);?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;soxB (AL347_16870);soxB;?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;soxA (AL347_16880);soxA;?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;soxG (AL347_16885);soxG;?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;dgcA (AL347_16780);PSPA7_RS29490 (PSPA7_6185);?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;gbcA (AL347_16840);PSPA7_RS29550 (PSPA7_6197);?;27242034*
gbdR (AL347_16690);PSPA7_RS29400;PSPA7_RS29480 (AL347_16770);PSPA7_RS29480 (PSPA7_6182);?;27242034*
gbuR (AL347_05705);gbuR;gbuA (AL347_05710);gbuA;d;18974177
gbuR (AL347_05705);gbuR;glpR (AL347_24870);glpR;+;18974177
gbuR (AL347_05705);gbuR;glmS (AL347_17565);glmS;?;27242034*
gbuR (AL347_05705);gbuR;gpuP (AL347_19220);gpuP;+;27242034*
gbuR (AL347_05705);gbuR;gpuA (AL347_19225);gpuA;d;27242034*
gbuR (AL347_05705);gbuR;ptxS (AL347_00765);ptxS;+;27242034*
gcsR (AL347_32765);gcsR;gcvT2 (AL347_32805);gcvT2;+;27303730
gcsR (AL347_32765);gcsR;sdaA (AL347_32800);sdaA;+;27303730
gcsR (AL347_32765);gcsR;gcvP2 (AL347_32785);gcvP2;+;27303730
glcC (AL347_16540);glcC;glcD (AL347_16535);glcD;-;27242034*
glcC (AL347_16540);glcC;glcE (AL347_16530);glcE;-;27242034*
glcC (AL347_16540);glcC;glcF (AL347_16525);glcF;-;27242034*
glcC (AL347_16540);glcC;PA5352 (AL347_16520);PA5352;-;27242034*
glcC (AL347_16540);glcC;glcC (AL347_16540);glcC;-;27242034*
glmR (AL347_17570);PSPA7_RS30295;glmS (AL347_17565);glmS;?;18440972*
glpR (AL347_24870);glpR;agmR (AL347_02720);agmR;+;18974177
glpR (AL347_24870);glpR;himA (AL347_29525);himA;-;18974177
glpR (AL347_24870);glpR;glpF (AL347_24885);glpF;-;18974177
glpR (AL347_24870);glpR;glpD (AL347_24865);glpD;-;18974177
glpR (AL347_24870);glpR;glpT (AL347_15915);glpT;-;18974177
glpR (AL347_24870);glpR;pelA (AL347_27525);pelA;-;27392247
glpR (AL347_24870);glpR;glpK1 (AL347_24895);glpK1;?;22587778, 18974177*
gltR (AL347_00565);gltR;toxA (AL347_07415);toxA;-;24920832
gltR (AL347_00565);gltR;oprB (AL347_00600);oprB;-;29607620
gltR (AL347_00565);gltR;glk (AL347_00560);glk;-;29607620
gltR (AL347_00565);gltR;edd (AL347_00555);edd;-;29607620
gntR (AL347_33430);gntR;gntP (AL347_33420);gntP;-;28752954, 27242034*
gntR (AL347_33430);gntR;PA2321 (AL347_33430);PA2321 (gntK, gntV, gnuK);-;27242034*
gntR (AL347_33430);gntR;gntR (AL347_33430);gntR;-;27242034*
gpuR (AL347_19230);gpuR;gpuP (AL347_19220);gpuP;+;18974177
gpuR (AL347_19230);gpuR;gpuA (AL347_19225);gpuA;+;18974177
gpuR (AL347_19230);gpuR;gpuR (AL347_19230);gpuR;+;18974177
hexR (AL347_26900);hexR;zwf (AL347_26905);zwf;-;29607620
hfq (AL347_14340);hfq;PA0149 (AL347_18525);PA0149;?;29729420
hfq (AL347_14340);hfq;PA1300 (AL347_06610);PA1300 (hxuI);?;29729420
hfq (AL347_14340);hfq;PA1363 (AL347_06280);PA1363;?;29729420
hfq (AL347_14340);hfq;sigX (AL347_03799);sigX;?;29729420
hfq (AL347_14340);hfq;femI (AL347_03050);femI;?;29729420
hfq (AL347_14340);hfq;foxI (AL347_32680);foxI;?;29729420
hfq (AL347_14340);hfq;pvdS (AL347_32895);pvdS;?;29729420, 29729420
himA (AL347_29525);himA;oprE (AL347_19240);oprE;+;18440972
himA (AL347_29525);himA;fliD (AL347_07705);fliD;+;18440972
himA (AL347_29525);himA;fleS (AL347_07685);fleS;+;18440972
himA (AL347_29525);himA;fleR (AL347_07680);fleR;+;18440972
himA (AL347_29525);himA;alg8 (AL347_25105);alg8;+;18440972
himA (AL347_29525);himA;alg44 (AL347_25100);alg44;+;18440972
himA (AL347_29525);himA;algK (AL347_25095);algK;+;18440972
himA (AL347_29525);himA;algE (AL347_25090);algE;+;18440972
himA (AL347_29525);himA;algG (AL347_25085);algG;+;18440972
himA (AL347_29525);himA;algX (AL347_25080);algX;+;18440972
himA (AL347_29525);himA;algL (AL347_25075);algL;+;18440972
himA (AL347_29525);himA;algI (AL347_25065);algI;+;18440972
himA (AL347_29525);himA;algJ (AL347_25060);algJ;+;18440972
himA (AL347_29525);himA;algF (AL347_25055);algF;+;18440972
himA (AL347_29525);himA;algA (AL347_25050);algA;+;18440972
himA (AL347_29525);himA;murI (AL347_12830);murI;+;18440972
himA (AL347_29525);himA;moeB (AL347_12835);moeB;+;18440972
himA (AL347_29525);himA;hemK (AL347_12840);hemK;+;18440972
himA (AL347_29525);himA;lasR (AL347_05615);lasR;+;18974177
himA (AL347_29525);himA;algD (AL347_25110);algD;+;18974177
himA (AL347_29525);himA;narI (AL347_23380);narI;+;18974177
himA (AL347_29525);himA;narJ (AL347_23375);narJ;+;18974177
himA (AL347_29525);himA;narH (AL347_23370);narH;+;18974177
himA (AL347_29525);himA;narG (AL347_23365);narG;+;18974177
himA (AL347_29525);himA;nark2 (AL347_23360);nark2;+;18974177
himA (AL347_29525);himA;nark1 (AL347_23355);nark1;+;18974177
himA (AL347_29525);himA;hemA (AL347_12850);hemA;+;18974177
himA (AL347_29525);himA;algB (AL347_17235);algB;+;18974177
himA (AL347_29525);himA;gbdR (AL347_16690);gbdR;+;20398205
himA (AL347_29525);himA;pchP (AL347_16215);pchP;+;20869215
himD (AL347_27015);himD;oprE (AL347_19240);oprE;+;18440972
himD (AL347_27015);himD;fliD (AL347_07705);fliD;+;18440972
himD (AL347_27015);himD;fleS (AL347_07685);fleS;+;18440972
himD (AL347_27015);himD;fleR (AL347_07680);fleR;+;18440972
himD (AL347_27015);himD;alg8 (AL347_25105);alg8;+;18440972
himD (AL347_27015);himD;alg44 (AL347_25100);alg44;+;18440972
himD (AL347_27015);himD;algK (AL347_25095);algK;+;18440972
himD (AL347_27015);himD;algE (AL347_25090);algE;+;18440972
himD (AL347_27015);himD;algG (AL347_25085);algG;+;18440972
himD (AL347_27015);himD;algX (AL347_25080);algX;+;18440972
himD (AL347_27015);himD;algL (AL347_25075);algL;+;18440972
himD (AL347_27015);himD;algI (AL347_25065);algI;+;18440972
himD (AL347_27015);himD;algJ (AL347_25060);algJ;+;18440972
himD (AL347_27015);himD;algF (AL347_25055);algF;+;18440972
himD (AL347_27015);himD;algA (AL347_25050);algA;+;18440972
himD (AL347_27015);himD;murI (AL347_12830);murI;+;18440972
himD (AL347_27015);himD;moeB (AL347_12835);moeB;+;18440972
himD (AL347_27015);himD;hemK (AL347_12840);hemK;+;18440972
himD (AL347_27015);himD;lasR (AL347_05615);lasR;+;18974177
himD (AL347_27015);himD;algD (AL347_25110);algD;+;18974177
himD (AL347_27015);himD;narI (AL347_23380);narI;+;18974177
himD (AL347_27015);himD;narJ (AL347_23375);narJ;+;18974177
himD (AL347_27015);himD;narH (AL347_23370);narH;+;18974177
himD (AL347_27015);himD;narG (AL347_23365);narG;+;18974177
himD (AL347_27015);himD;nark2 (AL347_23360);nark2;+;18974177
himD (AL347_27015);himD;nark1 (AL347_23355);nark1;+;18974177
himD (AL347_27015);himD;hemA (AL347_12850);hemA;+;18974177
himD (AL347_27015);himD;algB (AL347_17235);algB;+;18974177
himD (AL347_27015);himD;gbdR (AL347_16690);gbdR;+;20398205
himD (AL347_27015);himD;pchP (AL347_16215);pchP;+;20869215
hmgR (AL347_02560);hmgR;hmgA (AL347_02565);hmgA;-;28752954
hptB (AL347_26025);hptB;PA3346 (AL347_26020);PA3346 (hsbR);-;20398205
hptB (AL347_26025);hptB;hsbA (AL347_26015);hsbA;+;27792789
hsbA (AL347_26015);hsbA;hsbD (AL347_26035);hsbD;+;27792789
hsbA (AL347_26015);hsbA;flgM (AL347_25995);flgM;-;27792789
hupB (AL347_03625);hupB;ptxS (AL347_00765);ptxS;+;15528665
hutC (AL347_15170);hutC;hutC (AL347_15170);hutC;-;27242034*
hutC (AL347_15170);hutC;PA5104 (AL347_15165);PA5104;-;27242034*
hutC (AL347_15170);hutC;PA5106 (AL347_15175);PA5106;-;27242034*
hutC (AL347_15170);hutC;hutU (AL347_15145);hutU;-;27242034*
hutC (AL347_15170);hutC;PA5099 (AL347_15140);PA5099;-;27242034*
hutC (AL347_15170);hutC;hutH (AL347_15135);hutH;-;27242034*
hutC (AL347_15170);hutC;PA5097 (AL347_15130);PA5097;-;27242034*
hutC (AL347_15170);hutC;PA5096 (AL347_15125);PA5096;-;27242034*
hutC (AL347_15170);hutC;PA5095 (AL347_15120);PA5095;-;27242034*
hutC (AL347_15170);hutC;PA5094 (AL347_15115);PA5094;-;27242034*
hutC (AL347_15170);hutC;PA5093 (AL347_15110);PA5093;-;27242034*
hutC (AL347_15170);hutC;hutI (AL347_15105);hutI;-;27242034*
hutC (AL347_15170);hutC;hutG (AL347_15100);hutG;-;27242034*
ihf;ihf;alg44 (AL347_25100);alg44;+;22587778
ihf;ihf;alg8 (AL347_25105);alg8;+;22587778
ihf;ihf;algA (AL347_25050);algA;+;22587778
ihf;ihf;algB (AL347_17235);algB;+;22587778
ihf;ihf;algD (AL347_25110);algD;+;22587778
ihf;ihf;algE (AL347_25090);algE;+;22587778
ihf;ihf;algF (AL347_25055);algF;+;22587778
ihf;ihf;algG (AL347_25085);algG;+;22587778
ihf;ihf;algI (AL347_25065);algI;+;22587778
ihf;ihf;algJ (AL347_25060);algJ;+;22587778
ihf;ihf;algK (AL347_25095);algK;+;22587778
ihf;ihf;algL (AL347_25075);algL;+;22587778
ihf;ihf;algX (AL347_25080);algX;+;22587778
ihf;ihf;fleR (AL347_07680);fleR;+;22587778
ihf;ihf;fleS (AL347_07685);fleS;+;22587778
ihf;ihf;fliD (AL347_07705);fliD;+;22587778
ihf;ihf;fumC1 (AL347_16940);fumC1;+;22587778
ihf;ihf;hemA (AL347_12850);hemA;+;22587778
ihf;ihf;hemK (AL347_12840);hemK;+;22587778
ihf;ihf;lasR (AL347_05615);lasR;+;22587778
ihf;ihf;moeB (AL347_12835);moeB;+;22587778
ihf;ihf;murI (AL347_12830);murI;+;22587778
ihf;ihf;narG (AL347_23365);narG;+;22587778
ihf;ihf;narH (AL347_23370);narH;+;22587778
ihf;ihf;narI (AL347_23380);narI;+;22587778
ihf;ihf;narJ (AL347_23375);narJ;+;22587778
ihf;ihf;narK1 (AL347_23355);narK1;+;22587778
ihf;ihf;narK2 (AL347_23360);narK2;+;22587778
ihf;ihf;oprE (AL347_19240);oprE;+;22587778
ihf;ihf;algQ (AL347_16020);algQ;+;22587778
iscR (AL347_23680);iscR;fdx2 (AL347_23710);fdx2;-;24466226
iscR (AL347_23680);iscR;hscA (AL347_23705);hscA;-;24466226
iscR (AL347_23680);iscR;hscB (AL347_23700);hscB;-;24466226
iscR (AL347_23680);iscR;iscA (AL347_23695);iscA;-;24466226
iscR (AL347_23680);iscR;iscU (AL347_23690);iscU;-;24466226
iscR (AL347_23680);iscR;iscS (AL347_23685);iscS;-;24466226
iscR (AL347_23680);iscR;fprB (AL347_12575);fprB;+;26230408
iscR (AL347_23680);iscR;nfuA (AL347_03395);nfuA;+;30092083
iscR (AL347_23680);iscR;iscX (AL347_23715);iscX;-;31251744
iscR (AL347_23680);iscR;PA3808 (AL347_23715);PA3808;-;27242034*
iscR (AL347_23680);iscR;PA0665 (AL347_21205);PA0665;-;27242034*
iscR (AL347_23680);iscR;iscR (AL347_23680);iscR;-;27242034*
kynR (AL347_02170);kynR;PA2079 (AL347_02190);PA2079;+;21965577
kynR (AL347_02170);kynR;kynU (AL347_02180);kynU;+;21965577
kynR (AL347_02170);kynR;kynB (AL347_02175);kynB;+;21965577
kynR (AL347_02170);kynR;kynR (AL347_02170);kynR;+;21965577
kynR (AL347_02170);kynR;kynA (AL347_31730);kynA;+;21965577
ladS (AL347_22835);ladS;gacS (AL347_08580);gacS;+;19936057
ladS (AL347_22835);ladS;gacA (AL347_30505);gacA;+;19936057
ladS (AL347_22835);ladS;rsaL (AL347_05610);rsaL;+;24034668
laoR (AL347_19640);laoR;laoA (AL347_19625);laoA;-;29678916
laoR (AL347_19640);laoR;laoB (AL347_19630);laoB;-;29678916
laoR (AL347_19640);laoR;laoC (AL347_19635);laoC;-;29678916
lasI (AL347_05605);lasI;rsaL (AL347_05610);rsaL;?;22587778, 27242034*
lasI (AL347_05605);lasI;xcpP (AL347_27320);xcpP;?;22587778, 27242034*
lasI (AL347_05605);lasI;lasB (AL347_24155);lasB;?;22587778, 27242034*
lasI (AL347_05605);lasI;lasI (AL347_05605);lasI;?;22587778, 27242034*
lasI (AL347_05605);lasI;gacA (AL347_30505);gacA;?;27242034*
lasI (AL347_05605);lasI;xcpW (AL347_27350);xcpW;?;27242034*
lasI (AL347_05605);lasI;xcpV (AL347_27345);xcpV;?;27242034*
lasI (AL347_05605);lasI;xcpT (AL347_27335);xcpT;?;27242034*
lasI (AL347_05605);lasI;xcpS (AL347_27330);xcpS;?;27242034*
lasI (AL347_05605);lasI;xcpR (AL347_27325);xcpR;?;27242034*
lasI (AL347_05605);lasI;xcpQ (AL347_27315);xcpQ;?;27242034*
lasI (AL347_05605);lasI;xcpZ (AL347_27365);xcpZ;?;27242034*
lasI (AL347_05605);lasI;xcpX (AL347_27355);xcpX;?;27242034*
lasI (AL347_05605);lasI;qscR (AL347_03130);qscR;?;27242034*
lasI (AL347_05605);lasI;lasR (AL347_05615);lasR;?;27242034*
lasI (AL347_05605);lasI;rhlB (AL347_25320);rhlB;?;27242034*
lasI (AL347_05605);lasI;rhlA (AL347_25315);rhlA;?;27242034*
lasI (AL347_05605);lasI;xcpU (AL347_27340);xcpU;?;27242034*
lasI (AL347_05605);lasI;rhlI (AL347_25330);rhlI;?;27242034*
lasI (AL347_05605);lasI;lasA (AL347_03265);lasA;?;27242034*
lasI (AL347_05605);lasI;rhlR (AL347_25325);rhlR;?;27242034*
lasI (AL347_05605);lasI;ampR (AL347_22150);ampR;?;27242034*
lasI (AL347_05605);lasI;fagA (AL347_11220);fagA;?;27242034*
lasI (AL347_05605);lasI;PA4469 (AL347_11210);PA4469;?;27242034*
lasI (AL347_05605);lasI;ptxR (AL347_33740);ptxR;?;27242034*
lasI (AL347_05605);lasI;pprB (AL347_10315);pprB;?;27242034*
lasI (AL347_05605);lasI;eta;eta;?;27242034*
lasI (AL347_05605);lasI;vfr (AL347_21140);vfr;?;27242034*
lasR (AL347_05615);lasR;rpoS (AL347_24665);rpoS;+;9150205
lasR (AL347_05615);lasR;plcB (AL347_17880);plcB;+;18440972
lasR (AL347_05615);lasR;nuh (AL347_18495);nuh;+;18440972
lasR (AL347_05615);lasR;aprD (AL347_06900);aprD;+;18440972
lasR (AL347_05615);lasR;aprF (AL347_06890);aprF;+;18440972
lasR (AL347_05615);lasR;xcpQ (AL347_27315);xcpQ;+;18440972
lasR (AL347_05615);lasR;rhlG (AL347_25795);rhlG;+;18440972
lasR (AL347_05615);lasR;bphO (AL347_22115);bphO;+;18440972
lasR (AL347_05615);lasR;bphP (AL347_22110);bphP;+;18440972
lasR (AL347_05615);lasR;phzB1 (AL347_21620);phzB1;+;18440972
lasR (AL347_05615);lasR;phzC1 (AL347_21615);phzC1;+;18440972
lasR (AL347_05615);lasR;phzD1 (AL347_21610);phzD1;+;18440972
lasR (AL347_05615);lasR;mexR (AL347_19940);mexR;+;18974177
lasR (AL347_05615);lasR;hcnB (AL347_01580);hcnB;+;18974177
lasR (AL347_05615);lasR;hcnC (AL347_01575);hcnC;+;18974177
lasR (AL347_05615);lasR;acpP (AL347_28040);acpP;+;18974177
lasR (AL347_05615);lasR;tpbA (AL347_23315);tpbA;+;19543378
lasR (AL347_05615);lasR;hvn (AL347_03040);hvn;+;19682264
lasR (AL347_05615);lasR;kynU (AL347_02180);kynU;+;19682264
lasR (AL347_05615);lasR;kynB (AL347_02175);kynB;+;19682264
lasR (AL347_05615);lasR;rhlA (AL347_25315);rhlA;+;19682264
lasR (AL347_05615);lasR;rahU (AL347_18385);rahU;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;PA0144 (AL347_18500);PA0144;+;19682264
lasR (AL347_05615);lasR;PA0572 (AL347_20700);PA0572;+;19682264
lasR (AL347_05615);lasR;PA0805 (AL347_09485);PA0805;+;19682264
lasR (AL347_05615);lasR;hsiB2 (AL347_04425);hsiB2;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;hsiF2 (AL347_04415);hsiF2;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;acp1 (AL347_03275);acp1;+;19682264
lasR (AL347_05615);lasR;ambE (AL347_33515);ambE;+;19682264
lasR (AL347_05615);lasR;ambD (AL347_33510);ambD;+;19682264
lasR (AL347_05615);lasR;ambC (AL347_33505);ambC;+;19682264
lasR (AL347_05615);lasR;ambB (AL347_33500);ambB;+;19682264
lasR (AL347_05615);lasR;PA3904 (AL347_23205);PA3904;+;19682264
lasR (AL347_05615);lasR;tecT (AL347_23200);tecT;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;PA3906 (AL347_23195);PA3906;+;19682264
lasR (AL347_05615);lasR;tseT (AL347_23190);tseT;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;tsiT (AL347_23185);tsiT;+;19682264, 22587778, 27242034*
lasR (AL347_05615);lasR;cueR (AL347_13485);cueR;+;19682264
lasR (AL347_05615);lasR;PA5230 (AL347_15890);PA5230;+;19682264
lasR (AL347_05615);lasR;aprX (AL347_06905);aprX;+;24413814
lasR (AL347_05615);lasR;aprI (AL347_06870);aprI;+;24413814
lasR (AL347_05615);lasR;clpP (AL347_03640);clpP;+;24413814
lasR (AL347_05615);lasR;lpdV (AL347_00815);lpdV;+;24413814
lasR (AL347_05615);lasR;vqsR (AL347_30475);vqsR;+;24413814, 22587778, 27242034*
lasR (AL347_05615);lasR;rhlI (AL347_25330);rhlI;+;24413814
lasR (AL347_05615);lasR;aprA (AL347_06875);aprA;+;28466892
lasR (AL347_05615);lasR;lasI (AL347_05605);lasI;+;28466892
lasR (AL347_05615);lasR;hcnA (AL347_01585);hcnA;+;28466892
lasR (AL347_05615);lasR;phzM (AL347_21635);phzM;+;28466892
lasR (AL347_05615);lasR;phzA1 (AL347_21625);phzA1;+;28466892
lasR (AL347_05615);lasR;rsaL (AL347_05610);rsaL;+;30083519
lasR (AL347_05615);lasR;amrZ (AL347_25805);amrZ;?;31270321
lasR (AL347_05615);lasR;hsiC2 (AL347_04420);hsiC2;+;32715566, 22587778, 27242034*
lasR (AL347_05615);lasR;phzG2 (AL347_03095);phzG2;+;32715566
lasR (AL347_05615);lasR;pvdS (AL347_32895);pvdS;+;18440972, 29729420
lasR (AL347_05615);lasR;pqsA (AL347_08225);pqsA;+;18440972, 31270321
lasR (AL347_05615);lasR;pqsB (AL347_08220);pqsB;+;18440972, 31270321
lasR (AL347_05615);lasR;pqsC (AL347_08215);pqsC;+;18440972, 31270321
lasR (AL347_05615);lasR;pqsD (AL347_08210);pqsD;+;18440972, 31270321
lasR (AL347_05615);lasR;pqsE (AL347_08205);pqsE;+;18440972, 31270321
lasR (AL347_05615);lasR;aprE (AL347_06895);aprE;+;18440972, 31270321
lasR (AL347_05615);lasR;pslA (AL347_00910);pslA;+;18440972, 31270321
lasR (AL347_05615);lasR;xcpP (AL347_27320);xcpP;+;18440972, 31270321
lasR (AL347_05615);lasR;phnC (AL347_25810);phnC;+;18440972, 31270321
lasR (AL347_05615);lasR;flp (AL347_10365);flp;+;18440972, 31270321
lasR (AL347_05615);lasR;mvfR (AL347_08190);mvfR;+;18974177, 30083519, 31270321
lasR (AL347_05615);lasR;rhlB (AL347_25320);rhlB;+;19682264, 24413814
lasR (AL347_05615);lasR;PA1159 (AL347_07340);PA1159;+;19682264, 31270321
lasR (AL347_05615);lasR;hsiA2 (AL347_04430);hsiA2;+;19682264, 31270321, 22587778, 27242034*
lasR (AL347_05615);lasR;PA2939 (AL347_28180);PA2939;+;19682264, 31270321
lasR (AL347_05615);lasR;clpP2 (AL347_26125);clpP2;+;19682264, 31270321
lasR (AL347_05615);lasR;PA3535 (AL347_25135);PA3535;+;19682264, 31270321
lasR (AL347_05615);lasR;PA4677 (AL347_12925);PA4677;+;19682264, 31270321
